,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
16963,Beechcraft King Air 350,13677.93979,14997.80322,13713.82151,20%-40% of MAC,397.7619521,168.4538383,5070.015583,377,32182.61594,56974,584,Turboprop,22.6999793
16964,Airbus A380,209431.463,996127.2156,257610.4133,20%-35% of MAC,369.0258501,180.7204516,385881.3706,106,4425.996808,56819,498,Piston,19.05449351
16965,Gulfstream G650,174515.5094,668281.6499,325138.2244,35%-45% of MAC,538.7116871,109.9528819,395317.3025,350,48448.69345,41562,686,Piston,88.57150904
16966,Gulfstream G650,31670.71035,59349.25487,59228.85639,20%-40% of MAC,352.8778276,69.73271242,142186.0839,143,48264.94933,31228,447,Turboprop,96.66424719
16967,Airbus A320,195813.9611,337737.5982,273741.9817,20%-35% of MAC,600.749432,180.4528439,160071.3319,459,91931.27119,50676,513,Turbofan,39.3316864
16968,Boeing 777,252615.4934,676629.4021,378157.5494,20%-40% of MAC,537.5393326,147.1299346,252859.8786,145,95116.25901,42214,643,Piston,48.48641481
16969,Cessna 172,127558.192,599821.6736,404087.8315,20%-40% of MAC,809.5151703,100.5693456,223472.9851,359,65256.32718,30421,572,Turbofan,72.36164613
16970,Cessna 172,236747.0729,733364.5898,605766.5292,35%-45% of MAC,669.357834,73.9962797,450105.4259,62,95776.34916,28788,432,Turbofan,62.59873431
16971,Gulfstream G650,150812.9506,455047.7441,371756.525,35%-45% of MAC,411.5623258,20.58768231,52053.5833,430,12796.36513,21550,448,Turbofan,54.31497019
16972,Bombardier Global 6000,188117.9144,272376.635,205551.3205,25%-35% of MAC,647.6204194,161.0316443,300265.2982,152,95459.8651,24469,658,Turbofan,75.76414969
16973,Airbus A380,116656.3618,125997.3367,123902.9655,25%-35% of MAC,961.1222168,78.60630266,2340.953017,427,59679.49497,33070,506,Piston,66.36101797
16974,Cessna 172,295045.8989,514284.9342,420582.6303,25%-35% of MAC,696.0683464,127.2706209,441937.7254,94,62823.91894,27857,672,Piston,23.71185662
16975,Boeing 747-8,25190.27686,45593.07447,37666.78583,25%-35% of MAC,684.3986476,163.6129141,199637.3246,434,90622.36094,24349,554,Turbofan,23.74369999
16976,Boeing 747-8,243136.946,388804.5514,310547.4006,20%-35% of MAC,892.3478574,161.5789879,133574.9933,445,93535.72109,53239,408,Piston,96.26091557
16977,Boeing 747-8,212498.544,617015.951,516486.8074,20%-40% of MAC,391.9205645,153.5353073,361652.766,165,32002.41587,42605,514,Turbofan,36.10013937
16978,Boeing 777,96982.26539,144358.0472,128418.1953,15%-30% of MAC,704.6567101,146.6527473,201887.6095,461,1910.503084,30422,669,Piston,80.66716009
16979,Boeing 737-800,208236.3271,657654.5192,401906.8089,35%-45% of MAC,625.4004354,167.3974612,265591.8057,139,19857.96469,31058,415,Piston,51.84239131
16980,Airbus A380,295472.6044,839564.0889,405080.922,25%-35% of MAC,830.1699299,21.92556075,310720.0765,491,60579.60444,28254,424,Turboprop,82.03608357
16981,Boeing 747-8,160508.0691,648101.8471,448175.7244,35%-45% of MAC,436.7573026,56.12446433,347865.6138,227,31499.82591,38282,510,Turbofan,22.32243476
16982,Airbus A380,266973.464,342109.9186,298585.1964,35%-45% of MAC,218.2886055,56.7437065,65564.6961,361,35407.49543,58760,668,Piston,95.50291422
16983,Boeing 747-8,220274.3928,280808.8515,272916.5999,15%-30% of MAC,248.9016609,22.75047884,334469.6228,125,52153.78404,40760,654,Turbofan,89.62365648
16984,Beechcraft King Air 350,231858.772,634653.1377,607415.8578,15%-30% of MAC,601.3977145,120.9555402,33020.80336,192,73820.85393,36657,610,Turboprop,58.36748889
16985,Gulfstream G650,143396.508,228106.9703,158255.4407,25%-35% of MAC,438.2106305,88.42519943,377151.8565,237,91277.24804,28580,406,Piston,85.63686521
16986,Embraer E190,144362.8917,209180.7624,148335.3804,15%-30% of MAC,986.8649284,121.418396,250784.2155,242,18971.93769,35865,560,Piston,23.71382882
16987,Boeing 737-800,193726.0278,554668.2817,339929.608,25%-35% of MAC,845.8980887,171.9863875,234707.4005,481,72852.16565,26647,632,Turboprop,53.09129139
16988,Boeing 777,170369.5062,579321.5258,524880.287,15%-30% of MAC,612.1095635,151.9226436,114939.6196,410,40523.83448,57225,544,Turboprop,16.77190107
16989,Bombardier Global 6000,116659.6465,368551.4427,250719.3504,20%-40% of MAC,356.5615644,146.5029073,443009.8228,152,42817.24081,57356,536,Piston,10.24742626
16990,Boeing 747-8,279287.1981,964111.0354,887248.2912,20%-40% of MAC,544.8270006,197.6417176,413961.4277,60,51970.28798,36889,574,Turbofan,41.34667908
16991,Gulfstream G650,273538.9973,990454.3005,471513.1506,15%-30% of MAC,693.0660273,88.04272723,47198.04524,439,37391.16999,22229,441,Turboprop,10.83757973
16992,Airbus A380,148825.4023,677540.0677,369136.8539,25%-35% of MAC,492.0092371,86.84483432,437862.2613,368,51546.35831,32698,468,Turbofan,47.32819436
16993,Bombardier Global 6000,5302.602287,12804.89673,7588.779201,35%-45% of MAC,477.594391,37.24071024,202403.1026,436,21903.56821,34309,647,Piston,78.80683406
16994,Airbus A320,154779.9403,446251.258,351556.2937,20%-40% of MAC,333.2043924,86.00816248,391240.3249,356,46138.56122,47466,522,Turboprop,33.36565934
16995,Beechcraft King Air 350,270633.6454,452009.3658,302523.459,15%-30% of MAC,604.8008661,165.3408829,409920.8588,344,91653.07247,47365,423,Turboprop,83.74714275
16996,Boeing 777,291845.9941,900419.2587,337913.7374,20%-40% of MAC,871.8598604,75.08755709,351166.6446,157,29786.03694,41093,461,Turboprop,38.53247253
16997,Airbus A320,173806.1564,775209.6242,442198.7241,15%-30% of MAC,574.0840444,102.9121043,355202.5199,495,10365.10877,47368,668,Turboprop,13.21576794
16998,Beechcraft King Air 350,85187.35308,398213.4464,396140.1657,25%-35% of MAC,379.7858339,62.82207953,338027.9744,80,38608.49669,31427,569,Turbofan,72.60932335
16999,Boeing 737-800,222771.2969,562025.8925,346131.8636,20%-35% of MAC,280.4844333,193.4213762,392006.3489,265,14896.81556,31472,656,Turbofan,22.02322364
17000,Embraer E190,82780.01144,188661.8737,182216.9268,20%-40% of MAC,342.483321,179.0626549,82307.15871,442,95833.23323,33900,655,Piston,38.11484036
17001,Boeing 737-800,209244.435,939137.7107,411025.3438,20%-40% of MAC,813.5097541,105.8947527,341325.8181,115,35953.56421,48746,410,Turbofan,73.95558795
17002,Airbus A320,273789.5399,539638.8939,274209.6859,35%-45% of MAC,512.9467136,104.1398584,211488.0659,214,5325.421433,41770,626,Turbofan,82.33218446
17003,Boeing 737-800,11174.94172,32116.36147,17378.50698,20%-35% of MAC,498.2236701,78.08907721,60912.04079,97,50073.48415,44682,642,Piston,26.97280392
17004,Boeing 747-8,273918.1415,896008.3022,809379.5509,25%-35% of MAC,434.9609658,156.3171104,243358.9209,250,68707.15599,38101,678,Piston,48.68485673
17005,Boeing 737-800,56617.88276,151987.6112,73787.77581,20%-40% of MAC,356.7156637,101.3354385,357655.0102,103,42348.94508,46182,665,Turboprop,13.14463852
17006,Bombardier Global 6000,201366.8119,421850.3582,204026.2944,35%-45% of MAC,936.1946175,185.1368063,370775.2832,114,52100.71273,21450,693,Piston,84.96170608
17007,Boeing 777,127178.0701,511358.2178,174882.2667,35%-45% of MAC,418.6484418,51.54270639,444076.4696,274,29213.86001,35464,448,Turbofan,59.03626432
17008,Boeing 777,203640.8684,557059.1753,210011.6587,25%-35% of MAC,581.8117202,114.0053046,421549.7719,195,50402.1986,21917,508,Piston,14.24923753
17009,Cessna 172,117973.4883,519937.5825,296648.2468,20%-40% of MAC,284.7791361,158.9809653,312295.4159,437,7711.059381,25755,499,Piston,33.55475662
17010,Airbus A380,261929.7112,307302.3161,264094.2563,20%-35% of MAC,440.8268947,26.97922636,134587.1055,399,36196.34489,26939,529,Turbofan,12.41615841
17011,Airbus A320,193491.9273,339573.9678,258460.6677,20%-40% of MAC,870.6702727,114.7395039,164382.6785,479,49800.53763,57612,519,Turboprop,52.68837252
17012,Boeing 737-800,179739.6632,518984.5658,221648.5605,20%-40% of MAC,617.123916,29.02082545,463240.402,93,52752.38428,30917,401,Turboprop,60.46658891
17013,Boeing 747-8,151831.6875,674556.7592,571865.4295,25%-35% of MAC,596.7951046,132.2840612,81414.59596,53,14659.93492,29958,700,Turboprop,36.83574429
17014,Boeing 747-8,186774.21,289431.1682,227470.9599,15%-30% of MAC,782.8226391,177.4307592,278413.8569,53,97143.31246,44362,657,Turbofan,16.64941513
17015,Gulfstream G650,86558.92739,119416.7384,103101.7346,20%-35% of MAC,784.2107475,188.5226335,178261.2095,161,42915.13669,48226,438,Piston,19.34097004
17016,Gulfstream G650,69644.22324,108912.4833,89258.59038,20%-40% of MAC,790.2377476,68.34471456,445643.7101,149,62430.09855,57331,587,Turboprop,64.02606034
17017,Boeing 777,36606.81775,106282.8307,96426.59745,20%-40% of MAC,621.3197142,109.7509099,444369.4013,471,40791.85696,24292,530,Turbofan,47.21126186
17018,Cessna 172,83234.10069,199607.5147,103266.4025,35%-45% of MAC,589.8586783,194.911278,21367.02794,185,70215.03166,52126,686,Turbofan,32.60665746
17019,Boeing 777,179618.7438,705822.3678,381449.3139,15%-30% of MAC,249.0499491,139.0069775,80759.46931,452,1827.721346,34495,573,Turbofan,50.28372617
17020,Embraer E190,26295.13935,51993.92508,51600.75904,25%-35% of MAC,311.7837009,129.4307324,485363.2907,395,40532.13621,29235,572,Piston,70.19744975
17021,Beechcraft King Air 350,185636.9404,845256.5802,590040.0838,20%-40% of MAC,677.7656406,192.0711633,432694.072,280,82635.70375,28078,553,Turboprop,87.95453976
17022,Cessna 172,188347.0089,867741.7966,629447.4473,15%-30% of MAC,540.7909265,144.5063552,294665.4647,357,90880.1992,36030,537,Turboprop,91.22244104
17023,Airbus A380,58194.6083,67929.48528,59343.70137,20%-40% of MAC,711.2053378,31.087624,96339.98098,358,73565.64807,37655,647,Piston,58.25097915
17024,Boeing 747-8,257461.1645,736007.6279,263486.6504,25%-35% of MAC,727.3056561,83.57110809,277140.135,55,91019.57207,20800,561,Piston,26.76102822
17025,Embraer E190,153828.8308,182812.2891,163165.9781,20%-35% of MAC,779.0824397,145.4770855,107302.1437,470,3708.417365,22445,514,Turbofan,71.62740258
17026,Airbus A380,217504.3421,459712.307,449872.0939,25%-35% of MAC,547.4783466,134.646339,10684.76789,481,58041.39721,24271,401,Turbofan,86.6415043
17027,Embraer E190,60386.48488,224545.331,178853.2411,20%-40% of MAC,692.7506549,80.15124068,68400.56014,143,27709.82944,52794,570,Turbofan,38.5448616
17028,Bombardier Global 6000,117710.1235,310605.865,284572.6585,20%-40% of MAC,812.3765673,101.830694,388765.8853,363,9170.885087,45345,560,Turbofan,76.99709038
17029,Airbus A320,191550.843,382309.3945,237421.0689,20%-40% of MAC,692.0325752,99.9725867,182863.7629,175,15638.92851,22609,428,Turboprop,24.61631676
17030,Embraer E190,224299.6348,526460.2803,516210.5922,20%-35% of MAC,268.2321573,97.31782962,240889.4728,411,50061.20374,57805,603,Turboprop,35.73348737
17031,Boeing 747-8,15886.12139,49168.30539,27888.86367,15%-30% of MAC,767.6233303,99.86652838,24027.56891,201,59122.18759,21582,434,Piston,93.82542661
17032,Boeing 747-8,43729.18784,91944.55335,54643.9242,20%-40% of MAC,448.5397424,55.42813399,146703.2897,306,18615.63478,58104,469,Turbofan,87.95848675
17033,Airbus A320,263632.6809,1149446.96,555336.8435,35%-45% of MAC,236.0357645,177.6564207,131979.0365,203,89402.14861,35262,495,Piston,86.23742772
17034,Airbus A380,157374.1515,254770.0577,201821.6478,20%-40% of MAC,817.1624779,28.12146002,310634.5046,352,30743.37042,30411,513,Turboprop,69.58834745
17035,Airbus A320,24985.47994,77207.937,67830.47079,35%-45% of MAC,558.2249701,130.4214916,102560.2778,240,69616.79894,47159,695,Turbofan,26.07982849
17036,Boeing 777,115350.489,286081.1317,283397.0669,20%-35% of MAC,234.9492532,183.1934211,293914.8935,376,28588.2908,42734,639,Piston,35.41082676
17037,Bombardier Global 6000,70477.56677,165575.7168,152441.1479,15%-30% of MAC,765.3617653,136.6884959,354631.8569,252,67773.57378,23926,695,Piston,39.89170745
17038,Beechcraft King Air 350,269226.6066,912595.4233,557796.2785,25%-35% of MAC,956.6916035,117.3074897,469286.26,331,15906.48609,47844,502,Piston,49.94314471
17039,Bombardier Global 6000,105751.8116,186460.1497,183251.2102,20%-40% of MAC,678.5084625,82.90376037,248176.6717,176,97972.31759,32760,604,Turboprop,52.52969157
17040,Airbus A320,215716.3275,887488.6473,325035.7969,20%-40% of MAC,994.4705638,155.1276366,378648.3923,419,29543.23532,34665,645,Piston,96.30267811
17041,Airbus A320,161495.9815,217544.159,187281.7488,20%-35% of MAC,517.4235147,91.65414556,458724.4114,435,48831.28225,56827,684,Turboprop,28.37505402
17042,Cessna 172,297187.5365,452475.5764,390000.7161,25%-35% of MAC,804.7526065,43.7170413,176640.3672,408,45778.23966,53253,541,Turboprop,67.71889432
17043,Beechcraft King Air 350,297964.129,375229.4965,370719.1136,20%-35% of MAC,535.7977299,114.9394666,93031.03718,107,74545.42735,48375,469,Turboprop,85.69375686
17044,Boeing 777,184238.0586,613035.4698,200690.0349,20%-40% of MAC,639.3446222,42.09751737,52273.32349,370,65903.03354,40137,437,Turboprop,44.8590795
17045,Boeing 747-8,228877.0301,594976.7552,409899.8219,20%-40% of MAC,536.4686629,140.1734249,432615.0156,203,72579.36944,23132,499,Turbofan,56.44173706
17046,Boeing 777,234450.1625,1031104.161,530426.9493,25%-35% of MAC,865.5445096,49.9599378,420734.2171,377,84041.95389,52615,466,Turbofan,22.67766282
17047,Embraer E190,115203.9497,481425.4174,392159.5837,35%-45% of MAC,449.9314182,142.7706452,367173.1608,73,12370.22676,20087,573,Turboprop,63.25592325
17048,Gulfstream G650,219830.5704,343214.1966,300157.9073,15%-30% of MAC,999.5939666,66.85217503,251463.0874,405,52773.85934,33039,641,Piston,89.99325811
17049,Cessna 172,291463.1197,712343.0897,477352.843,20%-40% of MAC,388.4449453,138.6571645,448532.9225,340,16043.12584,39152,463,Piston,99.11891632
17050,Embraer E190,198941.7474,711136.3215,595944.4705,25%-35% of MAC,284.2552767,160.0891699,440969.0752,64,50670.86261,33258,528,Turbofan,58.65418313
17051,Boeing 747-8,258266.4101,318213.9438,294353.8075,20%-40% of MAC,823.9389706,167.2758719,90474.72569,300,92595.99816,54916,681,Piston,35.18098764
17052,Airbus A320,272888.5028,717092.0135,472304.1874,20%-35% of MAC,920.5127972,191.3711426,462147.9216,431,32908.43329,53979,463,Piston,15.21958328
17053,Gulfstream G650,193500.4227,528793.0952,319172.8472,20%-35% of MAC,547.8189683,42.77042581,420284.8078,212,25325.61561,33998,694,Piston,95.20852434
17054,Airbus A320,84389.05734,93083.52276,88047.04782,20%-40% of MAC,737.9342466,128.4034519,47574.49967,161,28484.60469,50736,467,Turbofan,48.02782724
17055,Cessna 172,163402.5311,681838.1308,208712.4328,20%-40% of MAC,586.9149434,20.57416798,483763.7409,477,32412.69226,42319,439,Piston,44.86857981
17056,Boeing 777,296708.1809,829156.9943,304591.1799,25%-35% of MAC,692.6354941,110.8999062,179058.7324,492,80186.82312,49263,622,Turboprop,97.01089323
17057,Gulfstream G650,122206.9005,284319.2253,254462.2253,25%-35% of MAC,597.7264226,94.45316441,369782.1727,375,6907.168072,31764,621,Piston,52.15284026
17058,Embraer E190,192570.4336,531807.0025,343760.2127,20%-40% of MAC,645.7416359,159.1311378,183810.9486,109,33772.71845,25405,409,Piston,41.68234618
17059,Boeing 737-800,186854.6733,230895.8874,226083.0576,15%-30% of MAC,341.18297,35.18133957,430105.7541,356,33469.29588,40081,452,Turbofan,76.35626859
17060,Boeing 747-8,227755.7297,978966.9737,423820.0852,20%-40% of MAC,329.2211074,185.7075813,183420.897,411,78878.75389,39226,511,Turbofan,41.71613135
17061,Boeing 747-8,206980.3043,430506.6926,274975.0559,20%-40% of MAC,975.2577527,92.89596306,475425.3696,317,70316.93443,58546,609,Turbofan,84.42707573
17062,Embraer E190,176876.9582,507908.3062,452982.121,35%-45% of MAC,869.5747131,178.1103064,159629.7879,401,79038.5017,59190,475,Piston,18.5050383
17063,Airbus A320,266315.2791,684283.4419,449582.9715,15%-30% of MAC,920.374363,176.6627632,168400.8945,233,25089.01431,44648,698,Turboprop,92.06667778
17064,Airbus A380,274062.6685,1329917.633,430292.3252,20%-40% of MAC,450.1317742,193.7167809,428985.4244,138,83264.98188,47555,410,Turboprop,62.77112728
17065,Airbus A320,166039.6506,300925.661,247622.2282,25%-35% of MAC,753.89795,75.00396827,358709.5566,323,81859.75251,20034,577,Turboprop,14.73740796
17066,Airbus A320,23295.57812,45610.88502,44927.17673,35%-45% of MAC,544.6137405,144.8128346,90576.54132,432,25392.93168,50837,575,Turbofan,21.3261074
17067,Cessna 172,176174.5821,561711.4767,302502.0434,20%-40% of MAC,906.1884103,23.98400385,272602.6203,163,32863.93793,46454,598,Turbofan,73.02819934
17068,Airbus A380,209627.6774,652437.3008,627020.7655,20%-35% of MAC,440.2701856,75.39941711,416270.5688,55,46544.11353,26947,462,Piston,90.09890752
17069,Embraer E190,216800.7354,638539.2739,357334.2839,20%-40% of MAC,656.6046003,92.73647023,266897.8196,285,92271.18259,20146,619,Piston,10.8780286
17070,Boeing 777,62423.32539,247693.0006,197667.6356,20%-40% of MAC,211.9796892,30.69475343,395807.4524,476,78200.89855,28540,400,Turbofan,58.20545684
17071,Beechcraft King Air 350,106790.5138,487517.5532,448502.7671,25%-35% of MAC,871.2148216,72.8483372,451507.6349,189,64405.22647,42643,483,Turbofan,15.63033362
17072,Cessna 172,259624.6564,272358.7906,264619.2799,20%-40% of MAC,950.9615238,135.2933127,362312.925,478,91550.49911,21060,506,Piston,50.60111775
17073,Airbus A320,13804.19048,48650.55245,15052.16954,25%-35% of MAC,624.5583744,147.4777156,96857.52005,236,10351.22283,33661,630,Turbofan,13.73354782
17074,Beechcraft King Air 350,196901.4668,306319.9086,267382.3244,20%-35% of MAC,935.5346915,166.7934096,175992.3903,277,99332.95471,32699,455,Turbofan,50.51771356
17075,Airbus A380,136815.8102,500825.5162,176914.6335,20%-35% of MAC,721.7734444,24.20153994,48378.44378,383,3619.006042,57904,642,Turbofan,75.0424232
17076,Bombardier Global 6000,79436.41438,97945.16151,83696.43493,20%-40% of MAC,987.9728029,167.775246,482348.5039,134,39361.75115,50283,553,Turbofan,84.46375934
17077,Boeing 777,137938.6653,551055.576,147538.2523,35%-45% of MAC,640.6623389,146.2277512,160908.1274,450,3252.084523,52346,514,Turbofan,67.2313031
17078,Boeing 777,54924.41063,61359.29732,55562.42421,25%-35% of MAC,930.903917,168.1906895,358420.5339,348,40345.69165,48272,498,Turbofan,75.38481562
17079,Boeing 737-800,15083.90396,24811.28131,16590.57125,35%-45% of MAC,705.8782676,162.5784896,164593.5682,106,82478.89237,24873,530,Piston,15.60627834
17080,Boeing 747-8,194899.4679,927034.6101,498643.4554,20%-40% of MAC,229.8311378,28.39353618,493985.8966,111,37410.83807,57169,611,Piston,70.63947912
17081,Cessna 172,207112.7993,504384.6141,378494.8055,35%-45% of MAC,610.3475061,198.0191979,142379.0642,138,41537.21314,34783,423,Piston,60.13304527
17082,Boeing 747-8,233721.1182,1098521.976,761035.1566,20%-35% of MAC,957.638987,148.0058988,111374.4072,202,61144.35228,26538,500,Turbofan,20.35275315
17083,Gulfstream G650,172428.0923,357661.2368,204799.9846,20%-35% of MAC,590.3409909,129.8070123,305037.1542,397,21050.61911,24382,412,Turboprop,74.8092934
17084,Bombardier Global 6000,140975.3747,442327.7242,299858.9686,25%-35% of MAC,768.4013274,160.6828322,215401.9215,489,70840.8143,45575,454,Turboprop,73.02159051
